web-scraper-order,web-scraper-start-url,name,price,link,link-href
"1597442363-891","https://www.bitfang.com/computer-hardware","TORETO TMDH 101 1.2 mtr HDMI Cabl...","₹ 1,715","","https://www.bitfang.com/toreto-hdmi-cable-for-mac-book-tmdh-101-hdmi-cable"
"1597442363-916","https://www.bitfang.com/computer-hardware","SanDisk Dual Drive Type-C 128 GB ...","₹ 616","","https://www.bitfang.com/dual-drive-type-c-pen-drive-128-gb"
"1597442363-239","https://www.bitfang.com/computer-hardware","AMD Ryzen 3 1300X 4 Core 3.7 Ghz ...","₹ 8,330","","https://www.bitfang.com/amd-ryzen-3-1300x-4-core-37-ghz-am4-desktop-processor-2"
"1597442363-403","https://www.bitfang.com/computer-hardware","AMD Ryzen 7 YD270XBGAFBOX 8-Core ...","₹ 18,130","","https://www.bitfang.com/amd-ryzen-7-yd270xbgafbox-8-core-43-ghz-am4-desktop-processor"
"1597442363-117","https://www.bitfang.com/computer-hardware","Intel Pentium Gold BX80684G5420 2...","₹ 4,865","","https://www.bitfang.com/intel-pentium-gold-bx80684g5420-2-core-38-ghz-lga-1151-desktop-processor"
"1597442363-388","https://www.bitfang.com/computer-hardware","Logitech Mk 120 Keyboard & Mouse ...","₹ 685","","https://www.bitfang.com/logitech-mk-120-keyboard-and-mouse-black"
"1597442363-336","https://www.bitfang.com/computer-hardware","Corsair CMK8GX4M1A2400C16 8 GB 24...","₹ 3,332","","https://www.bitfang.com/corsair-cmk8gx4m1a2400c16-8-gb-2400-mhz-ddr4-desktop-memory"
"1597442363-744","https://www.bitfang.com/computer-hardware","GIGABYTE B450M DS3H AM4 AMD B450 ...","₹ 7,399","","https://www.bitfang.com/gigabyte-b450m-ds3h-amd-b450-ddr4-desktop-motherboard"
"1597442363-304","https://www.bitfang.com/computer-hardware","D-Link DIR-819 Wireless 5 750 Mbp...","₹ 1,800","","https://www.bitfang.com/d-link-dir-819-wireless-5-750-mbps-dual-band-4-lan-wireless-router"
"1597442363-921","https://www.bitfang.com/computer-hardware","Adata AUSDH8GUICL10-RM3BKBL 8 GB","₹ 3,518","","https://www.bitfang.com/adata-ausdh8guicl10-rm3bkbl-8-gb"
"1597442363-757","https://www.bitfang.com/computer-hardware","Brother FAX-236S Colour InkJet Th...","₹ 7,349","","https://www.bitfang.com/an-all-in-one-fax-machine-with-the-capacity-to-multi-task-and-increase-cost-efficiency"
"1597442363-226","https://www.bitfang.com/computer-hardware","Gskill F4-3000C16S-16GISB 16 GB 3...","₹ 6,911","","https://www.bitfang.com/gskill-f4-3000c16s-16gisb-16-gb-3000-mhz-ddr4-desktop-memory"
"1597442363-748","https://www.bitfang.com/computer-hardware","Canon SELPHY CP1300 Monochrome La...","₹ 9,571","","https://www.bitfang.com/canon-selphy-cp1300"
"1597442363-434","https://www.bitfang.com/computer-hardware","AMD A6 Series AD740KYBJABOX 2 Cor...","₹ 9,277","","https://www.bitfang.com/amd-a6-series-ad740kybjabox-2-core-39-ghz-am3-desktop-processor"
"1597442363-1009","https://www.bitfang.com/computer-hardware","Dell G43Y1 Inspiron 201W Mid Towe...","₹ 36,749","","https://www.bitfang.com/dell-g43y1-mid-tower-cabinets"
"1597442363-78","https://www.bitfang.com/computer-hardware","Adata AX4U3200716G16A-SR30 16 GB ...","₹ 6,225","","https://www.bitfang.com/adata-ax4u3200716g16a-sr30-16-gb-3200-mhz-ddr4-desktop-memory"
"1597442363-578","https://www.bitfang.com/computer-hardware","Kingston SSDNow A400 SA400S37/240...","₹ 3,106","","https://www.bitfang.com/kingston-sa400s37240gin-240-gb-25-in-ssds"
"1597442363-654","https://www.bitfang.com/computer-hardware","ADATA AUV350-64G-RBK Silver 64 GB...","₹ 654","","https://www.bitfang.com/adata-auv350-64g-rbk-silver-64-gb-usb-32"
"1597442363-409","https://www.bitfang.com/computer-hardware","Zebronics ZEB-SW2492RUCF 2.1 Chan...","₹ 1,748","","https://www.bitfang.com/zebronics-zeb-sw2492rucf-21-channel-multimedia-speaker"
"1597442363-785","https://www.bitfang.com/computer-hardware","ASUS Dual GeForce� GTX 1660 Ti OC...","₹ 30,095","","https://www.bitfang.com/asus-dual-geforce-gtx-1660-ti-oc-edition-6gb-gddr6-graphic-card"
"1597442363-919","https://www.bitfang.com/computer-hardware","Corsair CC-9011138-WW Obsidian 65...","₹ 2,939","","https://www.bitfang.com/lacie-stgj6000400-2-tb-external-hard-drive-2"
"1597442363-451","https://www.bitfang.com/computer-hardware","Gigabyte B360M DS3H LGA 1151 Inte...","₹ 7,416","","https://www.bitfang.com/gigabyte-b360m-ds3h-lga-1151-intel-coffee-lake-07-ddr4-micro-atx-intel-desktop-motherboard"
"1597442363-979","https://www.bitfang.com/computer-hardware","Belkin F2F402L0-02M-G 2 mtr Patch...","₹ 6,432","","https://www.bitfang.com/belkin-f2f402l0-02m-g-audio-video-cable-sky-blue"
"1597442363-1081","https://www.bitfang.com/computer-hardware","ADATA Slim AHV620S-1TU3-CBK 1 TB ...","₹ 4,109","","https://www.bitfang.com/adata-ahv620s-1tu3-cbk-1-tb-usb-no-portable-hdds"
"1597442363-981","https://www.bitfang.com/computer-hardware","Belkin AV21100-06 1 Audio video C...","₹ 8,609","","https://www.bitfang.com/belkin-av21100-06-audio-video-cable-black"
"1597442363-1177","https://www.bitfang.com/computer-hardware","LG WH16NS40 48x Internal Blu-Ray ...","₹ 9,692","","https://www.bitfang.com/lg-wh16ns40-blu-ray-internal-dvd-writer"
"1597442363-1304","https://www.bitfang.com/computer-hardware","Maclocks MMEN76 Mac Mini Lock Sil...","₹ 7,908","","https://www.bitfang.com/maclocks-mmen76-mac-mini-lock-silver-and-grey"
"1597442363-1031","https://www.bitfang.com/computer-hardware","D-Link DBT-122 USB 2.0 Adapter","₹ 9,868","","https://www.bitfang.com/d-link-dbt-122-usb-20-adapter"
"1597442363-37","https://www.bitfang.com/computer-hardware","Colorful GT710-2GD3-V GeForce PCI...","₹ 2,900","","https://www.bitfang.com/colorful-gt710-2gd3-v-geforce-pci-express-20-graphic-card"
"1597442363-1055","https://www.bitfang.com/computer-hardware","AOC E2228SWHN Widescreen 75 Hz 19...","₹ 6,860","","https://www.bitfang.com/aoc-e2228swhn-215-in-upto-75-hz-led-ips-widescreen-monitors"
"1597442363-801","https://www.bitfang.com/computer-hardware","Honeywell Youjie Hand Held Laser ...","₹ 2,914","","https://www.bitfang.com/honeywell-youjie-hand-held-laser-scanner-1d-yj3300-white"
"1597442363-356","https://www.bitfang.com/computer-hardware","AOC 24B1XH AMD FreeSync Flat Scre...","₹ 8,035","","https://www.bitfang.com/acer-24b1xh-amd-freesync-flat-screen-60-hz-1920-x-1080-ips-238-in-monitor"
"1597442363-142","https://www.bitfang.com/computer-hardware","MSI MPG-B550I-GAMING-EDGE-WIFI AM...","₹ 20,399","","https://www.bitfang.com/msi-mpg-b550i-gaming-edge-wifi-am4-amd-b550-ddr4-mini-itx-amd-desktop-motherboard"
"1597442363-701","https://www.bitfang.com/computer-hardware","Acer KG241Q P AMD FreeSync Widesc...","₹ 16,399","","https://www.bitfang.com/acer-kg-kg241q-p-amd-freesync-144hz-1920-x-1080-tn-236-in-monitor"
"1597442363-534","https://www.bitfang.com/computer-hardware","Amkette FDD779BK 1.5 mtr Charging...","₹ 408","","https://www.bitfang.com/amkette-fdd779bk-15-mtr-charging-sync-cable"
"1597442363-329","https://www.bitfang.com/computer-hardware","Gskill FBA4719692004970 16 GB 320...","₹ 8,819","","https://www.bitfang.com/gskill-fba4719692004970-16-gb-3200-mhz-ddr4-desktop-memory"
"1597442363-584","https://www.bitfang.com/computer-hardware","SanDisk SDCZ48-064G-UAM46 Ultra 6...","₹ 812","","https://www.bitfang.com/sandisk-sdcz48-064g-uam46-ultra-64-gb-pen-drive"
"1597442363-1283","https://www.bitfang.com/computer-hardware","USB 3.0 Extension 1.5 mtr Extensi...","₹ 499","","https://www.bitfang.com/usb-30-extension-cable-a-male-to-a-female-33-feet-1-meter"
"1597442363-435","https://www.bitfang.com/computer-hardware","ASUS Prime B450M-A Motherboard DD...","₹ 6,762","","https://www.bitfang.com/asus-prime-b450m-a-motherboard-ddr4-2"
"1597442363-279","https://www.bitfang.com/computer-hardware","Asus PRIME-Q370M-C/CSM LGA 1151 I...","₹ 9,408","","https://www.bitfang.com/asus-prime-q370m-ccsm-lga-1151-intel-q370-ddr4-uatx-intel-desktop-motherboard"
"1597442363-71","https://www.bitfang.com/computer-hardware","Gskill F4-3200C16D-16GFX 16 GB 32...","₹ 9,200","","https://www.bitfang.com/gskill-f4-3200c16d-16gfx-16-gb-3200-mhz-ddr4-desktop-memory"
"1597442363-191","https://www.bitfang.com/computer-hardware","Asus 90YV0DA0-M0IA00 RADEON RX 57...","₹ 37,899","","https://www.bitfang.com/asus-90yv0da0-m0ia00-radeon-rx-5700-pci-express-40-graphic-card"
"1597442363-786","https://www.bitfang.com/computer-hardware","ASUS Dual RTX 2060 Advanced 6G VR...","₹ 36,332","","https://www.bitfang.com/asus-dual-rtx-2060-advanced-6g-vr-ready-gaming-graphics-card"
"1597442363-614","https://www.bitfang.com/computer-hardware","ADATA AHV320-2TU31-CBL 2 TB Exter...","₹ 4,863","","https://www.bitfang.com/adata-ahv320-2tu31-cbl-2-tb-external-hard-drive"
"1597442363-632","https://www.bitfang.com/computer-hardware","ADATA INFAREX K20 USB  Gaming Key...","₹ 4,231","","https://www.bitfang.com/adata-infarex-k20-gaming-usb-keyboard"
"1597442363-1037","https://www.bitfang.com/computer-hardware","D-Link DWL-6600AP Wireless 2.4 GH...","₹ 25,669","","https://www.bitfang.com/d-link-dwl-6600ap-24-ghz-wireless"
"1597442363-758","https://www.bitfang.com/computer-hardware","APC BX600C-IN 600 VA 360 Watts UP...","₹ 2,813","","https://www.bitfang.com/apc-bx600c-in-600va-230v-back-ups"
"1597442363-193","https://www.bitfang.com/computer-hardware","MSI Z490-A-PRO LGA 1200 Intel Z49...","₹ 16,800","","https://www.bitfang.com/msi-z490-a-pro-lga-1200-intel-z490-ddr4-atx-intel-desktop-motherboard"
"1597442363-1226","https://www.bitfang.com/computer-hardware","Corsair CMK8GX4M1D3000C16 8GB 300...","₹ 3,799","","https://www.bitfang.com/corsair-cmk8gx4m1d3000c16-8-gb-3000mhz-ddr4-desktop-ram"
"1597442363-512","https://www.bitfang.com/computer-hardware","Cadyce CA-HDCAB2-2M 2 mtr HDMI Ca...","₹ 983","","https://www.bitfang.com/cadyce-ca-hdcab2-2m-2-mtr-hdmi-cable"
"1597442363-422","https://www.bitfang.com/computer-hardware","AMD A-Series APU YD200GC6FBBOX 2 ...","₹ 4,199","","https://www.bitfang.com/amd-a-series-apu-yd200gc6fbbox-2-core-32-ghz-am4-desktop-processor"
"1597442363-1044","https://www.bitfang.com/computer-hardware","D-Link DGS-1510-28-pro 24 10/100/...","₹ 28,700","","https://www.bitfang.com/d-link-dgs-1510-28-pro-24-101001000-mbps-rackmount-switch"
"1597442363-1341","https://www.bitfang.com/computer-hardware","HP LJ Pro 400 MFP M435nw Monochro...","₹ 84,240","","https://www.bitfang.com/hp-lj-pro-400-mfp-m435nw-monochrome-laserjet-duplex-multifunction-printer"
"1597442363-842","https://www.bitfang.com/computer-hardware","Zebronics Dragon  5.1 Channel 125...","₹ 16,660","","https://www.bitfang.com/zebronics-dragon-home-theatre-system"
"1597442363-1193","https://www.bitfang.com/computer-hardware","Intex In-101 BS USB Handheld Barc...","₹ 1,663","","https://www.bitfang.com/intex-in-101-bs-usb-handheld-barcode-scanner"
"1597442363-1146","https://www.bitfang.com/computer-hardware","Antec 92MM Smart Fan 2000 RPM CPU...","₹ 4,136","","https://www.bitfang.com/antec-92mm-smart-fan-2000-rpm-cpu-fans-heatsink"
"1597442363-862","https://www.bitfang.com/computer-hardware","Intel Core i9 9900K Coffee Lake 8...","₹ 49,899","","https://www.bitfang.com/intel-core-i9-9900k-coffee-lake-8-core-16-thread-36-ghz-50-ghz-turbo-lga-1151-300-series-95w-bx80684i99900k-desktop-processor-intel-uhd-graphics-630"
"1597442363-390","https://www.bitfang.com/computer-hardware","iBall i4-Deskset Keyboard & Mouse...","₹ 1,008","","https://www.bitfang.com/iball-i4-deskset-keyboard-and-mouse-black"
"1597442363-1246","https://www.bitfang.com/computer-hardware","CADYCE CA-IP400MP 2 MP Webcam","₹ 14,300","","https://www.bitfang.com/cadyce-ca-ip400mp-2-mp-webcam"
"1597442363-851","https://www.bitfang.com/computer-hardware","Zebronics ZEB-SW6910RUCF 5.1 Chan...","₹ 4,985","","https://www.bitfang.com/zebronics-sw6910rucf-51-multimedia-speakers"
"1597442363-597","https://www.bitfang.com/computer-hardware","TP-Link TL-WR845N Wireless 4 300 ...","₹ 1,175","","https://www.bitfang.com/tp-link-tl-wr845n-10100-mbps-4-lan-port-wireless-router"
"1597442363-153","https://www.bitfang.com/computer-hardware","MSI MAG-B460M-MORTAR LGA 1200 Int...","₹ 12,655","","https://www.bitfang.com/msi-mag-b460m-mortar-lga-1200-intel-b460-ddr4-matx-intel-desktop-motherboard"
"1597442363-936","https://www.bitfang.com/computer-hardware","Cadyce CA-CS9 0.9 mtr USB Cable","₹ 1,107","","https://www.bitfang.com/cadyce-ca-cs9-usb-cable"
"1597442363-909","https://www.bitfang.com/computer-hardware","EPSON C12C824432 Colour Dot Matri...","₹ 2,687","","https://www.bitfang.com/epson-c12c824432-colour-print-speed-dot-matrix-simplex-printer"
"1597442363-36","https://www.bitfang.com/computer-hardware","Colorful IGGFGTX1660TIULT6G iGame...","₹ 25,899","","https://www.bitfang.com/colorful-iggfgtx1660tiult6g-igame-pci-express-30-graphic-card"
"1597442363-1265","https://www.bitfang.com/computer-hardware","iBall LPA_4965A Power Adapter Bla...","₹ 899","","https://www.bitfang.com/iball-lpa_4965a-power-adapter-black"
"1597442363-450","https://www.bitfang.com/computer-hardware","MSI B360 GAMING PLUS LGA 1151 Int...","₹ 9,544","","https://www.bitfang.com/msi-b360-gaming-plus-lga-1151-intel-b360-ddr4-atx-intel-desktop-motherboard"
"1597442363-702","https://www.bitfang.com/computer-hardware","TP-LINK T2500G-10MPS 10/100/1000 ...","₹ 9,653","","https://www.bitfang.com/tp-link-t2500g-10mps-101001000-mbps-managed-8-lan-ports-poe-switches"
"1597442363-871","https://www.bitfang.com/computer-hardware","Zebronics SPK-TB9500RUCF 2.0 Chan...","₹ 15,311","","https://www.bitfang.com/m-zeb-20-computer-multimedia-speaker-3"
"1597442363-227","https://www.bitfang.com/computer-hardware","Gskill F4-3000C16D-32GVRB 32GB 30...","₹ 14,400","","https://www.bitfang.com/gskill-f4-3000c16d-32gvrb-32gb-3000-mhz-ddr4-desktop-memory"
"1597442363-506","https://www.bitfang.com/computer-hardware","Cadyce CA-C3AM GOLD 1 mtr USB C T...","₹ 792","","https://www.bitfang.com/cadyce-ca-c3am-gold-1-mtr-usb-c-type-cable"
"1597442363-287","https://www.bitfang.com/computer-hardware","TP-Link Archer A5 Wireless 5 1200...","₹ 1,861","","https://www.bitfang.com/tp-link-archer-a5-wireless-5-1200-mbps-dual-band-4-lan-wireless-router"
"1597442363-107","https://www.bitfang.com/computer-hardware","Gigabyte GA-A320M-H AM4 AMD A320 ...","₹ 4,013","","https://www.bitfang.com/gigabyte-ga-a320m-h-am4-amd-a320-ddr4-micro-atx-amd-desktop-motherboard"
"1597442363-392","https://www.bitfang.com/computer-hardware","Logitech G304 Wireless USB 6 Butt...","₹ 2,449","","https://www.bitfang.com/logitech-g304-wireless-usb-6-buttons-mouse"
"1597442363-642","https://www.bitfang.com/computer-hardware","Adata AX4U2666316G16-SRG 16GB 266...","₹ 5,410","","https://www.bitfang.com/adata-ax4u2666316g16-srg-ddr4-16-gb-2666mhz"
"1597442363-317","https://www.bitfang.com/computer-hardware","HyperX HX318LS11IB/8 8 GB 2666 MH...","₹ 3,821","","https://www.bitfang.com/hyperx-hx318ls11ib8-8-gb-2666-mhz-cl11-ddr3-laptop-memory"
"1597442363-719","https://www.bitfang.com/computer-hardware","ADATA AHD830-4TU31-CBL 4 TB Porta...","₹ 10,181","","https://www.bitfang.com/adata-ahd830-4tu31-cbl-4-tb-portable-external-hard-drive"
"1597442363-1054","https://www.bitfang.com/computer-hardware","AOC E2070SWNL Flat Screen 60 Hz 1...","₹ 6,271","","https://www.bitfang.com/aoc-e2070swnl-195-in-upto-60-hz-led-ips-widescreen-monitors"
"1597442363-1164","https://www.bitfang.com/computer-hardware","Acer XB240H AMD FreeSync Flat Scr...","₹ 20,580","","https://www.bitfang.com/acer-xb240h-24-in-lcd-standard-flat-screen-monitor"
"1597442363-199","https://www.bitfang.com/computer-hardware","Zotac ZT-T20820H-10P RTX 20 SUPER...","₹ 66,141","","https://www.bitfang.com/zotac-zt-t20820h-10p-rtx-20-super-pci-express-30-graphic-card"
"1597442363-889","https://www.bitfang.com/computer-hardware","TORETO MOUSE PAD TOR 953 Wireless...","₹ 224","","https://www.bitfang.com/toreto-mouse-pad-tor-953-mouse-pad-black"
"1597442363-986","https://www.bitfang.com/computer-hardware","Dell WM326  Wireless USB 7 Button...","₹ 1,665","","https://www.bitfang.com/dell-wm326-wireless-usb-7-buttons-mouse"
"1597442363-956","https://www.bitfang.com/computer-hardware","Belkin AV51200-08 Video Cable  Gr...","₹ 1,645","","https://www.bitfang.com/belkin-av51200-08-audio-video-cable-grey"
"1597442363-333","https://www.bitfang.com/computer-hardware","Crucial CB4GU2400 4 GB 2400 MHz D...","₹ 1,686","","https://www.bitfang.com/crucial-cb4gu2400-4-gb-2400-mhz-ddr4-desktop-memory"
"1597442363-1219","https://www.bitfang.com/computer-hardware","TP-Link TL-SG1005D External","₹ 1,126","","https://www.bitfang.com/tp-link-tl-sg1005d-external"
"1597442363-559","https://www.bitfang.com/computer-hardware","Seagate FireCuda ST1000LX015 1 TB...","₹ 5,389","","https://www.bitfang.com/seagate-st1000lx015-1-tb-sata-6-gbs-128-mb-25-in-hdds"
"1597442363-553","https://www.bitfang.com/computer-hardware","Intex 1187-3725-0 600 VA 360 Watt...","₹ 1,568","","https://www.bitfang.com/intex-1187-3725-0-600-va-360-watts-ups"
"1597442363-1080","https://www.bitfang.com/computer-hardware","ADATA Shockproof AHD710P-2TU31-CY...","₹ 5,349","","https://www.bitfang.com/adata-ahd710p-2tu31-cyl-2-tb-usb-no-portable-hdds"
"1597442363-646","https://www.bitfang.com/computer-hardware","Adata AX4U3000316G16A-SR30 16GB 3...","₹ 6,485","","https://www.bitfang.com/adata-ax4u3000316g16a-sr30-ddr4-16-gb-3000mhz"
"1597442363-1008","https://www.bitfang.com/computer-hardware","Dell 642XY PowerEdge 250W Mini  T...","₹ 52,675","","https://www.bitfang.com/dell-642xy-mini-tower-cabinets"
"1597442363-1170","https://www.bitfang.com/computer-hardware","Samsung LC27F390FHWXX Curved Scre...","₹ 15,091","","https://www.bitfang.com/samsung-lc27f390fhwxx-27-in-led-va-curved-screen-monitor"
"1597442363-609","https://www.bitfang.com/computer-hardware","ADATA AHV300-5TU31-CRD 5 TB Exter...","₹ 10,393","","https://www.bitfang.com/adata-ahv300-5tu31-crd-5-tb-external-hard-drive"
"1597442363-564","https://www.bitfang.com/computer-hardware","Amkette Xcite Neo USB Wired Keybo...","₹ 387","","https://www.bitfang.com/amkette-xcite-neo-usb-wired-keyboard"
"1597442363-911","https://www.bitfang.com/computer-hardware","Transcend SSD 370 TS128GSSD370S 1...","₹ 10,552","","https://www.bitfang.com/transcend-ts128gssd370s-25-in-3d-nand-external-ssd"
"1597442363-944","https://www.bitfang.com/computer-hardware","Belkin 4326449602 1.2 mtr Chargin...","₹ 475","","https://www.bitfang.com/belkin-4326449602-usb-cable"
"1597442363-1217","https://www.bitfang.com/computer-hardware","Crucial CT102464BF160B 8 GB 1333 ...","₹ 3,112","","https://www.bitfang.com/crucial-ddr3-sdram-8-gb-1333-mhz-cl11-ddr3-sdram-laptop-ram"
"1597442363-386","https://www.bitfang.com/computer-hardware","Zebronics ZEB-COMPANION 102 Keybo...","₹ 848","","https://www.bitfang.com/zebronics-zeb-companion-102-keyboard-and-mouse-black"
"1597442363-835","https://www.bitfang.com/computer-hardware","Zebronics SPK-ZEB BTRUCF Samba 4....","₹ 7,768","","https://www.bitfang.com/compium-zebronics-samba-41-channel-multimedia-speakers-black"
"1597442363-413","https://www.bitfang.com/computer-hardware","Zebronics Indie 4.1 Channel  45 W...","₹ 4,899","","https://www.bitfang.com/zebronics-indie-41-channel-multimedia-speaker"
"1597442363-465","https://www.bitfang.com/computer-hardware","Gigabyte B450 AORUS PRO WIFI AM4 ...","₹ 11,936","","https://www.bitfang.com/gigabyte-b450-aorus-pro-wifi-am4-amd-b450-ddr4-atx-amd-desktop-motherboard"
"1597442363-1206","https://www.bitfang.com/computer-hardware","HP 310-printer Colour Inkjet Simp...","₹ 9,206","","https://www.bitfang.com/hp-310-colour-simplex-printer"
"1597442363-877","https://www.bitfang.com/computer-hardware","Zebronics  ZEB-BT7600RUCF 2.0 Cha...","₹ 8,999","","https://www.bitfang.com/zeb-20-computer-multimedia-speaker-2"
"1597442363-896","https://www.bitfang.com/computer-hardware","ViewSonic VA2719-sh Flat Screen 6...","₹ 15,345","","https://www.bitfang.com/viewsonic-va2719-sh-27-in-60-hz-monitor"
"1597442363-671","https://www.bitfang.com/computer-hardware","ADATA ASD700-1TU31-CYL 1 TB USB 3...","₹ 10,879","","https://www.bitfang.com/adata-asd700-1tu31-cyl-1-tb-nand-flash-25-in-ssds"
"1597442363-59","https://www.bitfang.com/computer-hardware","Thermaltake R019D408GX2-3200C16A ...","₹ 9,600","","https://www.bitfang.com/thermaltake-r019d408gx2-3200c16a-16gb-3200-mhz-ddr4-desktop-memory"
"1597442363-48","https://www.bitfang.com/computer-hardware","Palit VCNVS510DVI-PB PASCAL PCI E...","₹ 31,301","","https://www.bitfang.com/palit-vcnvs510dvi-pb-pascal-pci-express-20-graphic-card"
"1597442363-360","https://www.bitfang.com/computer-hardware","MSI GeForce RTX 2080 Super Gaming...","₹ 66,640","","https://www.bitfang.com/msi-rtx-2080-super-gaming-x-trio-pci-express-30-graphics-card"
"1597442363-776","https://www.bitfang.com/computer-hardware","Asus ROG-STRIX-RTX2060-A6G-GAMING...","₹ 47,399","","https://www.bitfang.com/asus-rog-strix-rtx2060-a6g-gaming-graphics-video-cards"
"1597442363-1132","https://www.bitfang.com/computer-hardware","ADATA SD700 ASD700-512GU3-CYL 512...","₹ 6,643","","https://www.bitfang.com/adata-asd700-512gu3-cyl-sd700-512-gb-external-solid-state-drive"
"1597442363-827","https://www.bitfang.com/computer-hardware","Zebronics SPK- ZEB BTRUCF HALO 2....","₹ 9,597","","https://www.bitfang.com/computer-multimedia-speaker-halo-21"
"1597442363-813","https://www.bitfang.com/computer-hardware","Zebronics  SPK-ZEB BTRUCF Electro...","₹ 4,191","","https://www.bitfang.com/zebronics-electro-41-multimedia-speaker"
"1597442363-904","https://www.bitfang.com/computer-hardware","Seagate 160GB 160 GB 3.5 in Inter...","₹ 650","","https://www.bitfang.com/seagate-160gb-160-gb-35-in-internal-hard-drive"
"1597442363-1154","https://www.bitfang.com/computer-hardware","Corsair CP-9020171-UK  550 W ATX ...","₹ 3,419","","https://www.bitfang.com/corsair-cp-9020171-uk-24-pin-550-w-power-supply"
"1597442363-1292","https://www.bitfang.com/computer-hardware","Samsung LC24F390FHWXXL AMD Adapti...","₹ 10,500","","https://www.bitfang.com/samsung-lc24f390fhwxxl-236-in-60-hz-amd-adaptive-sync-led-va-flat-screen"
"1597442363-655","https://www.bitfang.com/computer-hardware","ADATA AUV250-32G-RBK Silver 32 GB...","₹ 366","","https://www.bitfang.com/adata-auv250-32g-rbk-silver-32-gb-usb-20"
"1597442363-424","https://www.bitfang.com/computer-hardware","Canon B11B198011 Perfection V600 ...","₹ 18,550","","https://www.bitfang.com/canon-b11b198011-48bit-ccd-flatbed-scanner"
"1597442363-30","https://www.bitfang.com/computer-hardware","Nvidia 900-5G212-2550-000 QUADRO ...","₹ 25,764","","https://www.bitfang.com/nvidia-900-5g212-2550-000-quadro-pascal-pci-express-30-graphic-card"
"1597442363-1010","https://www.bitfang.com/computer-hardware","Dell 2TKK0 Precision 450W Mini To...","₹ 68,599","","https://www.bitfang.com/dell-2tkk0-mini-tower-cabinets"
"1597442363-420","https://www.bitfang.com/computer-hardware","AMD Ryzen 3 YD1200BBAEBOX 4 Core ...","₹ 5,879","","https://www.bitfang.com/amd-ryzen-3-yd1200bbaebox-4-core-34-ghz-am4-desktop-processor"
"1597442363-1210","https://www.bitfang.com/computer-hardware","Samsung M471B1G73EB0-YK0 16 GB 16...","₹ 7,644","","https://www.bitfang.com/samsung-ddr3-sdram-16-gb-1600-mhz-cl11-ddr3-sdram-laptop-ram"
"1597442363-455","https://www.bitfang.com/computer-hardware","Asus 90MB0YM0-M0EAY0 AM4 AMD B450...","₹ 8,692","","https://www.bitfang.com/asus-90mb0ym0-m0eay0-am4-amd-b450-ddr4-atx-amd-desktop-motherboard"
"1597442363-1042","https://www.bitfang.com/computer-hardware","D-Link DGS-108 8 10/100 Mbps Desk...","₹ 5,358","","https://www.bitfang.com/d-link-dgs-108-8-10100-mbps-desktop-switch"
"1597442363-150","https://www.bitfang.com/computer-hardware","Gigabyte GV-N2080GAMING-OC-8GC PC...","₹ 66,399","","https://www.bitfang.com/gigabyte-gv-n2080gaming-oc-8gc-pci-express-30-graphic-card"
"1597442363-670","https://www.bitfang.com/computer-hardware","ADATA ASD700-256GU31-CBK 256 GB U...","₹ 4,437","","https://www.bitfang.com/adata-asd700-256gu31-cbk-256-gb-nand-flash-25-in-ssds"
"1597442363-802","https://www.bitfang.com/computer-hardware","ZEBRONICS SPK- BTRUCF FEEL 2.1 Ch...","₹ 2,953","","https://www.bitfang.com/zebronics-computer-multimedia-speaker-feel-21"
"1597442363-538","https://www.bitfang.com/computer-hardware","Amkette Element Compact Gold Wire...","₹ 556","","https://www.bitfang.com/amkette-element-wireless-compact-gold-wireless-usb-20-mouse"
"1597442363-1266","https://www.bitfang.com/computer-hardware","MSI Z370-A Pro LGA 1151 Intel Z37...","₹ 10,514","","https://www.bitfang.com/msi-z370-a-pro-lga-1151-ddr4-atx-intel-desktop-motherboard"
"1597442363-833","https://www.bitfang.com/computer-hardware","Zebronics SPK- ZEB SQUARE 2.1 Cha...","₹ 5,406","","https://www.bitfang.com/computer-multimedia-21-btrucf-speaker-square"
"1597442363-535","https://www.bitfang.com/computer-hardware","Amkette Usb 3.0 hub with charging...","₹ 887","","https://www.bitfang.com/amkette-usb-30-hub-with-charging-function-4-port-usb-hub"
"1597442363-46","https://www.bitfang.com/computer-hardware","Sapphire 11295-03-20G RADEON RX 5...","₹ 18,210","","https://www.bitfang.com/sapphire-11295-03-20g-radeon-rx-5000-pci-express-40-graphic-card"
"1597442363-174","https://www.bitfang.com/computer-hardware","Galax 26ISL6HP39SS RTX 20 PCI Exp...","₹ 33,829","","https://www.bitfang.com/galax-26isl6hp39ss-rtx-20-pci-express-30-graphic-card"
"1597442363-1167","https://www.bitfang.com/computer-hardware","LG 27UK650 AMD FreeSync Flat scre...","₹ 32,174","","https://www.bitfang.com/lg-27uk650-27-in-led-ips-flat-screen-monitor"
"1597442363-846","https://www.bitfang.com/computer-hardware","Zebronics Dhol BT RUCF 5.1 Channe...","₹ 7,233","","https://www.bitfang.com/zebronics-dhol-bt-rucf-51-multimedia-speaker"
"1597442363-13","https://www.bitfang.com/computer-hardware","Amkette LEXUSNEOMOUUSB Keyboard a...","₹ 423","","https://www.bitfang.com/amkette-lexusneomouusb-keyboard-and-mouse-black"
