web-scraper-order,web-scraper-start-url,name,price,instock,link,link-href
"1597509001-3138","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE GA-H81M-S MOTHERBOARD","₹4,800","null","","https://www.vedantcomputers.com/products/gigabyte-ga-h81m-s"
"1597509001-3349","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","LENOVO LEGION Y25F-10 - 24.5 INCH FHD (1MS RESPONSE TIME) GAMING MONITOR","₹21,560","Pre-Order","","https://www.vedantcomputers.com/products/lenovo-legion-y25f-10-24.5-inch-fhd-5ms-response-time"
"1597509001-2711","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR AX SERIES™ AX1000  — 1000 WATT 80 PLUS TITANIUM CERTIFIED FULLY MODULAR ATX PSU","₹23,999","null","","https://www.vedantcomputers.com/products?product_id=3018"
"1597509001-2977","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","DELL D1918H 19 INCH LCD MONITOR","₹5,450","null","","https://www.vedantcomputers.com/products/dell-d1918h-19-inch-lcd"
"1597509001-2530","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS XONAR SE SOUND CARD","₹3,300","Out Of Stock","","https://www.vedantcomputers.com/products/asus-xonar-se"
"1597509001-3700","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","RAZER LANCEHEAD GAMING MOUSE - PINK","₹6,860","Out Of Stock","","https://www.vedantcomputers.com/products/razer-lancehead-gaming-mouse-pink"
"1597509001-2177","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ADATA XPG SPECTRIX D41 16GB (16GBX1) DDR4 RGB 3200MHZ RAM","₹7,100","null","","https://www.vedantcomputers.com/products/adata-xpg-spectrix-d41-16gb-16gb-1-ddr4-rgb-3200mhz-memory"
"1597509001-3583","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","MSI OPTIX MAG271C 27"" FULL HD GAMING CURVED MONITOR","₹22,499","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=2899"
"1597509001-3209","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE Z390 DESIGNARE (REV. 1.0) MOTHERBOARD","₹26,430","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=3107"
"1597509001-2646","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","COOLER MASTER MASTERLIQUID ML120L RGB CPU COOLER","₹4,970","null","","https://www.vedantcomputers.com/products/cooler-master-masterliquid-ml120l-rgb"
"1597509001-3736","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","SAMSUNG 970 PRO NVME M.2 512GB SSD","₹17,880","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=2161"
"1597509001-3957","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ZOTAC GEFORCE GTX 1060 MINI 6GB GDDR5","₹26,700 ₹21,625","Out Of Stock","","https://www.vedantcomputers.com/products/zotac-geforce-gtx-1060-mini-6gb-gddr5"
"1597509001-3913","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ZOTAC GAMING GEFORCE GTX 1660 TI 6GB TWIN FAN GDDR6","₹23,500","Out Of Stock","","https://www.vedantcomputers.com/products/zotac-gaming-geforce-gtx-1660-ti-6gb-twin-fan-gddr6"
"1597509001-3147","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE GEFORCE GTX 1650 OC 4GB WINDFORCE GDDR5","₹13,080","Out Of Stock","null",""
"1597509001-2465","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS ROG CROSSHAIR VIII HERO MOTHERBOARD","₹37,200","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=2721"
"1597509001-2284","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ANTEC A30 CPU COOLER","₹875","null","","https://www.vedantcomputers.com/products/antec-a30"
"1597509001-2164","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ADATA XPG GAMMIX D30 DDR4 16GB (16GBx1) DDR4 3000MHZ RAM","₹5,600","null","null",""
"1597509001-3703","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","RAZER MAMBA ELITE GAMING MOUSE","₹6,080","Out Of Stock","null",""
"1597509001-3916","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ZOTAC GAMING GEFORCE RTX 2060 AMP EDITION 6GB GDDR6","₹28,000","Out Of Stock","","https://www.vedantcomputers.com/products/zotac-geforce-rtx-2060-amp-edition-6gb"
"1597509001-2349","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASROCK A320M-HDV R4.0 MOTHERBOARD","₹4,500","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=3419"
"1597509001-2578","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","COMBO OFFER AMD RYZEN 5 3500 PROCESSOR AND ASUS EX-A320M-GAMING MOTHERBOARD","₹16,100","Out Of Stock","null",""
"1597509001-3133","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE GA-F2A68HM-S1 MOTHERBOARD","₹3,250","Out Of Stock","","https://www.vedantcomputers.com/products/gigabyte-ga-f2a68hm-s1"
"1597509001-2930","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","DEEPCOOL GAMERSTORM CASTLE 240EX WHITE CPU COOLER","₹8,888","null","","https://www.vedantcomputers.com/products?product_id=3149"
"1597509001-2775","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR HYDRO SERIES H115I 280MM EXTREME PERFORMANCE LIQUID CPU COOLER","₹9,750","Out Of Stock","null",""
"1597509001-2226","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","AMD RYZEN 5 2600 PROCESSOR (UPTO 3.4 GHZ / 19 MB CACHE)","₹12,550","Out Of Stock","","https://www.vedantcomputers.com/products/amd-ryzen-5-2600-yd2600bbafbox"
"1597509001-3503","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","MSI GEFORCE RTX 2070 GAMING Z 8G GDDR6","₹52,250","Out Of Stock","","https://www.vedantcomputers.com/products/msi-geforce-rtx-2070-gaming-z-8g-gddr6"
"1597509001-3405","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","LOGITECH G512 CARBON RGB MECHANICAL TACTILE GAMING KEYBOARD","₹8,250","Out Of Stock","","https://www.vedantcomputers.com/products/logitech-g512-carbon-rgb-mechanical-tactile-gaming-keyboard"
"1597509001-2227","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","AMD RYZEN 5 2600X PROCESSOR (UPTO 3.6 GHZ / 19 MB CACHE)","₹14,500","Out Of Stock","","https://www.vedantcomputers.com/products/amd-ryzen-5-2600x-yd260xbcafbox"
"1597509001-3412","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","LOGITECH G813 LIGHTSYNC RGB MECHANICAL GL TACTILE GAMING KEYBOARD","₹12,999","null","","https://www.vedantcomputers.com/products?product_id=3267"
"1597509001-3685","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","RAZER GOLIATHUS CONTROL FISSURE SMALL GAMING MOUSE PAD","₹1,090","null","","https://www.vedantcomputers.com/products?product_id=2481"
"1597509001-2568","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CIRCLE RAW POWER 850 WATT APFC ATX VERSION 2.31 MODULAR GAMING POWER SUPPLY","₹6,020","Out Of Stock","","https://www.vedantcomputers.com/products/circle-raw-power-850-watt-apfc-atx-version-2-31-modular-gaming-power-supply"
"1597509001-2482","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS ROG STRIX GEFORCE RTX 2060 SUPER OC 8GB GAMING GDDR6","₹41,500","Out Of Stock","","https://www.vedantcomputers.com/products/asus-rog-strix-geforce-rtx-2060-super-oc-8gb-gaming-gddr6"
"1597509001-2230","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","AMD Ryzen 5 3600 (6 Cores 12 Threads With Max Boost Clock Of 4.2GHz, Base Clock Of 3.6GHz And 35MB Game Cache)","₹17,460","null","","https://www.vedantcomputers.com/products/amd-ryzen-5-3600-processor-upto-4-2-ghz-35-mb-cache"
"1597509001-3137","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE GA-H61M-S MOTHERBOARD","₹5,700","null","","https://www.vedantcomputers.com/products/gigabyte-ga-h61m-s"
"1597509001-3273","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","INNO3D GEFORCE RTX 2060 TWIN X2 6GB GDDR6","₹30,100 ₹26,500","null","","https://www.vedantcomputers.com/products/inno3d-geforce-rtx-2060-twin-x-2-6gb-gddr6"
"1597509001-3639","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","NZXT H700I MID-TOWER RGB LIGHTING MATTE BLACK","₹16,528","Out Of Stock","","https://www.vedantcomputers.com/products/cabinet-nzxt-h700i-mid-tower-case-rgb-lighting-matte-black"
"1597509001-3379","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","LOGITECH C170 HD WEBCAM","₹1,060","Out Of Stock","","https://www.vedantcomputers.com/products/webcam-hd-logitech-c170"
"1597509001-2264","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ANT ESPORTS MP200 MOUSE PAD","₹450","null","","https://www.vedantcomputers.com/products/ant-esports-mp200-mouse-pad"
"1597509001-2459","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS RADEON RX 580 8GB OC DUAL EDITION GDDR5","₹16,990","Out Of Stock","","https://www.vedantcomputers.com/products/asus-dual-rx580-8gb-gddr5-oc-edition"
"1597509001-3771","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","SAPPHIRE NITRO+ RADEON RX 580 4GB GDDR5","₹15,600","Out Of Stock","","https://www.vedantcomputers.com/products/sapphire-nitro-radeon-rx-580-4gb-gddr5"
"1597509001-2486","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS ROG STRIX GEFORCE RTX 2080 TI OC 11G GAMING GDDR6","₹128,300","null","","https://www.vedantcomputers.com/products?product_id=2493"
"1597509001-3083","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE AORUS ATC800 CPU COOLER","₹6,200","Out Of Stock","","https://www.vedantcomputers.com/products/gigabyte-aorus-atc800-cpu-cooler"
"1597509001-2788","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR ICUE 465X RGB MID-TOWER ATX SMART GAMING BLACK WITH SP120 PRO RGB FANS","₹8,300","null","","https://www.vedantcomputers.com/products?product_id=3193"
"1597509001-3873","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","WD ELEMENTS PORTABLE 1TB USB 3.0 EXTERNAL HDD","₹4,600","null","","https://www.vedantcomputers.com/products/wd-elements-portable-1-tb-usb-3-0"
"1597509001-2569","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CIRCLE SQUADRON-X MECHANICAL GAMING KEYBOARD","₹5,270","Out Of Stock","","https://www.vedantcomputers.com/products/circle-squadron-x-mechanical"
"1597509001-3772","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","SAPPHIRE NITRO+ RADEON RX 580 8GB GDDR5","₹18,500","Out Of Stock","","https://www.vedantcomputers.com/products/sapphire-nitro-radeon-rx-580-8gb-gddr5"
"1597509001-2334","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ANTEC PRIZM 120 ARGB 5+C 5 IN 1 PACK WITH FAN CONTROLLER CABINET FAN","₹4,950","null","","https://www.vedantcomputers.com/products?product_id=2995"
"1597509001-2624","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","COOLER MASTER MASTERCASE H500M MID-TOWER (E-ATX) WITH TEMPERED GLASS SIDE PANEL (IRON GREY)","₹17,900","null","","https://www.vedantcomputers.com/products/cooler-master-mastercase-h500m-mid-tower-e-atx-with-tempered-glass-side-panel-iron-grey"
"1597509001-2905","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CRUCIAL MX500 500GB 3D NAND M.2 TYPE 2280 INTERNAL SSD","₹5,900","null","","https://www.vedantcomputers.com/products/crucial-mx500-500gb-3d-nand-m-2-type-2280-internal-ssd"
"1597509001-2601","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","COOLER MASTER HYPER 212 LED CPU COOLER","₹2,825","null","","https://www.vedantcomputers.com/products/cooler-master-hyper-212-led"
"1597509001-3585","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","MSI PHANTEKS RGB 400MM LED STRIP","₹1,290","Out Of Stock","","https://www.vedantcomputers.com/products/msi-phanteks-rgb-400mm-led-strip"
"1597509001-3758","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","SAMSUNG LU24E590DS/XL 23.6 INCH FULL HD LED GAMING MONITOR","₹26,820","Out Of Stock","","https://www.vedantcomputers.com/products/samsung-lu-24e590ds-x-l23-6-inch-full-hd-led"
"1597509001-2647","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","COOLER MASTER MASTERLIQUID ML240 RGB TR4 EDITION WITH RGB CONTROLLER CPU COOLER","₹6,999","null","","https://www.vedantcomputers.com/products/cooler-master-master-liquid-ml-240-rgb-tr4-edition-with-rgb-controller"
"1597509001-3740","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","SAMSUNG LC24FG73FQWXXL 23.5"" INCH CURVED WITH 1800R FUll HD LED MONITOR","₹17,400","Out Of Stock","","https://www.vedantcomputers.com/products/samsung-ic24fg73fqwxxl-23-5-inch-curved-with-1800r"
"1597509001-2458","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS RADEON RX 580 4GB OC DUAL EDITION GDDR5","₹16,999 ₹14,450","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=3022"
"1597509001-3658","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","NZXT SENTRY 3 FAN CONTROLLER","₹2,700","Out Of Stock","","https://www.vedantcomputers.com/products/fan-controller-nzxt-sentry-3"
"1597509001-2564","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CIRCLE CC 821 PRIME (BLACK)","₹4,440","Out Of Stock","","https://www.vedantcomputers.com/products/circle-cc-821-prime-black"
"1597509001-3106","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE B365M GAMING HD MOTHERBOARD","₹6,550","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=3037"
"1597509001-3516","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","MSI GEFORCE RTX 2080 TI LIGHTNING Z 11GB GDDR6","₹122,799","Out Of Stock","","https://www.vedantcomputers.com/products/msi-geforce-rtx-2080-ti-lightning-z-11gb-gddr6"
"1597509001-3929","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ZOTAC GAMING GEFORCE RTX 2070 SUPER TWIN FAN 8GB GDDR6","₹41,550","Out Of Stock","","https://www.vedantcomputers.com/products/zotac-geforce-rtx-2070-super-twin-fan-8gb-gddr6"
"1597509001-3646","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","NZXT KRAKEN M22 120MM WITH RGB LIGHTING EFFECTS LIQUID CPU COOLER","₹6,350","Out Of Stock","","https://www.vedantcomputers.com/products/kraken-m22-120mm-liquid-cooler-with-rgb-lighting-effects"
"1597509001-2249","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ANT ESPORTS GM100 RGB GAMING MOUSE","₹800","Out Of Stock","null",""
"1597509001-3822","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","STEELSERIES RIVAL 105 GAMING MOUSE","₹2,290","null","","https://www.vedantcomputers.com/products/steelseries-rival-105"
"1597509001-3423","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","LOGITECH STEREO H150 CLOUD WHITE GAMING HEADSET","₹1,000","Out Of Stock","","https://www.vedantcomputers.com/products/logitech-stereo-headset-h150-cloud-white-headset"
"1597509001-2987","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ELGATO GAME CAPTURE HD60 PRO","₹19,750","Out Of Stock","","https://www.vedantcomputers.com/products/elgato-game-capture-hd60-pro"
"1597509001-2881","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR VENGEANCE RGB PRO 16GB (2 X 8GB) DDR4 DRAM 3600MHZ C18 BLACK RAM","₹15,650","Out Of Stock","","https://www.vedantcomputers.com/products/corsair-vengeance-rgb-pro-16gb-2-8gb-ddr4-dram-3600mhz-c18-black-ram"
"1597509001-3430","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","LOGITECH WIRELESS M185 GREY MOUSE","₹840","null","","https://www.vedantcomputers.com/products/logitech-wireless-m185-grey"
"1597509001-2462","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS ROG ADDRESSABLE WITH MAGNETIC BACKING AND AURA SYNC RGB LED STRIP","₹1,350","Out Of Stock","","https://www.vedantcomputers.com/products/asus-rog-addressable-with-magnetic-backing-and-aura-sync-rgb"
"1597509001-3934","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ZOTAC GAMING GEFORCE RTX 2080 SUPER AMP EXTREME 8GB GDDR6","₹71,900","null","","https://www.vedantcomputers.com/products?product_id=2675"
"1597509001-3555","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","MSI MEG X570 GODLIKE MOTHERBOARD","₹71,500","Out Of Stock","","https://www.vedantcomputers.com/products/msi-meg-x570-godlike-motherboard"
"1597509001-2307","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ANTEC HCP-1000 80 PLUS PLATINUM 1000 WATTS POWER SUPPLY","₹11,900","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=855"
"1597509001-2418","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS MX259H 25 INCH LED GAMING MONITOR","₹21,590","Out Of Stock","","https://www.vedantcomputers.com/products/asus-mx259h-25-inch-led"
"1597509001-2175","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ADATA XPG SPECTRIX D41 16GB (16GBX1) DDR4 RGB 3000MHZ RAM","₹10,230","Out Of Stock","","https://www.vedantcomputers.com/products/adata-xpg-spectrix-d41-16gb-16gb-1-ddr4-rgb-3000mhz-memory"
"1597509001-3309","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","INTEL CORE I5-10600 10TH GENERATION PROCESSOR (12M CACHE, UP TO 4.80 GHZ)","₹20,800","null","","https://www.vedantcomputers.com/products?product_id=3227"
"1597509001-2348","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ANTEC VSK4000B-U3 MID TOWER CABINET","₹2,470","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=2843"
"1597509001-2670","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","COOLER MASTER MWE 650 WHITE 230V V2 - 650 WATT 80 PLUS CERTIFIED PSU","₹4,250","null","","https://www.vedantcomputers.com/products/cooler-master-mwe-650-white-230v-v2-650-watt-80-plus-certified-psu"
"1597509001-3234","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","HYPER-X CLOUD ALPHA RED GAMING HEADSET","₹9,050","Out Of Stock","","https://www.vedantcomputers.com/products/hyper-x-cloud-alpha-red-headset"
"1597509001-3427","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","LOGITECH WIRELESS M171 GREY GAMING MOUSE","₹790","null","null",""
"1597509001-2911","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","D-LINK DWA-131 USB 2.0 WIRELESS-N NANO USB ADAPTER","₹700","Out Of Stock","","https://www.vedantcomputers.com/products/d-link-dwa-131-usb-2-0-wireless-n-nano-usb-adapter"
"1597509001-3836","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","TP-LINK 300MBPS TL-WR840N WIRELESS ROUTER","₹1,200","Out Of Stock","","https://www.vedantcomputers.com/products/tp-link-300-mbps-tl-wr840n"
"1597509001-2360","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASROCK Z390 TAICHI MOTHERBOARD","₹19,750","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=3004"
"1597509001-2725","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR CX SERIES CX450 — 450 WATT 80 PLUS BRONZE CERTIFIED ATX PSU","₹3,700","Out Of Stock","","https://www.vedantcomputers.com/products/corsair-cx-series-cx450-450-watt-80-plus-bronze-certified-atx-psu"
"1597509001-2706","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR AIR SERIES SP120 HIGH PERFORMANCE EDITION HIGH STATIC PRESSURE 120MM CABINET FAN","₹1,240","Out Of Stock","","https://www.vedantcomputers.com/products/corsair-air-series-sp120-high-performance-edition%E2%80%93high-static-pressure-120mm"
"1597509001-2389","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS GEFORCE GT1030 2GB GDDR5","₹7,070","Out Of Stock","","https://www.vedantcomputers.com/products/asus-geforce-gt-1030-2gb-gddr5"
"1597509001-3260","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","INNO3D GEFORCE GTX 1060 6GB GAMING OC GDDR5","₹13,500","null","null",""
"1597509001-2475","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS ROG STRIX B365-F GAMING MOTHERBOARD","₹12,160","Out Of Stock","","https://www.vedantcomputers.com/products/asus-rog-strix-b365-f-gaming-motherboard"
"1597509001-2746","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR FORCE SERIES MP510 240GB M.2 SSD","₹4,900","Out Of Stock","","https://www.vedantcomputers.com/products/corsair-force-series-mp510-240gb-m-2-ssd"
"1597509001-2247","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","AMD Ryzen Threadripper 3970X (32 Cores 64 Threads, With Max Boost Clock Of 4.5GHz, Base Clock Of 3.7GHz And 144MB Cache Memory)","₹174,500","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=2965"
"1597509001-2851","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR SF SERIES SF600 — 600 WATT GOLD CERTIFIED SFX PSU","₹10,650","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=2349"
"1597509001-3382","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","LOGITECH C615 HD WEBCAM","₹4,799","Out Of Stock","null",""
"1597509001-3547","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","MSI MAG VAMPIRIC 010 MID TOWER WITH TEMPERED GLASS - BLACK","₹4,200","Out Of Stock","","https://www.vedantcomputers.com/products/msi-mag-vampiric-010-mid-tower-with-tempered-glass-black"
"1597509001-3383","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","LOGITECH C925E HD WEBCAM","₹10,250","Out Of Stock","","https://www.vedantcomputers.com/products/logitech-c925e-webcam-hd"
"1597509001-3915","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ZOTAC GAMING GEFORCE RTX 2060 6GB GDDR6","₹26,900","null","","https://www.vedantcomputers.com/products?product_id=3345"
"1597509001-3041","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","G.SKILL 4GB (4GB x1) DDR3 - 1600 MHZ AEGIS SERIES RAM","₹2,500","Out Of Stock","","https://www.vedantcomputers.com/products/g-skill-4gb-1-ddr3-1600-mhz-aegis-series"
"1597509001-2591","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","COOLER MASTER CALIBER R2 PURPLE GAMING CHAIR","₹18,999","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=3059"
"1597509001-2512","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS TUF GAMING B550M-PLUS (WI-FI) MOTHERBOARD","₹17,850","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=3262"
"1597509001-2589","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","COOLER MASTER ADDRESSABLE RGB LED CONTROLLER","₹1,925","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=3122"
"1597509001-3399","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","LOGITECH G430 BLACK GAMING HEADSET","₹4,620","Out Of Stock","","https://www.vedantcomputers.com/products/logitech-g430-black"
"1597509001-2819","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR ML140 140MM PWM PREMIUM MAGNETIC LEVITATION (TWIN PACK) CABINET FAN","₹2,670","null","","https://www.vedantcomputers.com/products/corsair-ml140-pro-led-140mm-pwm-premium-magnetic-levitation"
"1597509001-3577","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","MSI MPG Z490 GAMING PLUS MOTHERBOARD","₹17,700","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=3175"
"1597509001-3554","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","MSI MEG X570 ACE MOTHERBOARD","₹35,200","Out Of Stock","","https://www.vedantcomputers.com/products/msi-meg-x570-ace-motherboard"
"1597509001-3358","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","LENOVO THINKVISION X1 - 27 INCH WIDE UHD GAMING MONITOR","₹55,360","Out Of Stock","","https://www.vedantcomputers.com/products/lenovo-thinkvision-1-27-inch-wide-uhd"
"1597509001-3199","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE X570 AORUS XTREME (WI-FI) MOTHERBOARD","₹56,900","Out Of Stock","null",""
"1597509001-2304","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ANTEC HCG-850 WATTS 80 PLUS BRONZE MODULAR POWER SUPPLY","₹8,600","null","","https://www.vedantcomputers.com/products?product_id=2981"
"1597509001-2408","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS GEFORCE RTX 2070 ROG STRIX OC EDITION 8GB GDDR6","₹50,999","Out Of Stock","","https://www.vedantcomputers.com/products/asus-rog-strix-geforce-rtx-2070-oc-edition-8gb-gddr6"
