web-scraper-order,web-scraper-start-url,page,page-href,name,price,stock,link,link-href
"1597509117-4254","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/95/?post_type=product&taxonomy=product_cat&s","COUGAR 250M Ambidextrous Gaming Mouse CGR-WOMB-250","Call for Price","Sold Out","COUGAR 250M Ambidextrous Gaming Mouse CGR-WOMB-250","https://www.primeabgb.com/online-price-reviews-india/cougar-250m-ambidextrous-gaming-mouse-cgr-womb-250/"
"1597509716-5309","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/59/?post_type=product&taxonomy=product_cat&s","ASUS ROG MAXIMUS XI HERO Intel Z390 Gaming Motherboard","₹32,000 ₹25,500","Sold Out","ASUS ROG MAXIMUS XI HERO Intel Z390 Gaming Motherboard","https://www.primeabgb.com/online-price-reviews-india/asus-rog-maximus-xi-hero-intel-z390-gaming-motherboard/"
"1597510046-5935","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/39/?post_type=product&taxonomy=product_cat&s","G.skill Trident Z Royal Gold Series 32GB (4x8GB) 4000 MHz DDR4 Memory F4-4000C18Q-32GTRG","₹35,024 ₹28,019","Sold Out","G.skill Trident Z Royal Gold Series 32GB (4x8GB) 4000 MHz DDR4 Memory F4-4000C18Q-32GTRG","https://www.primeabgb.com/online-price-reviews-india/g-skill-trident-z-royal-gold-series-32gb-4x8gb-4000-mhz-ddr4-memory-f4-4000c18q-32gtrg/"
"1597510579-6889","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/7/?post_type=product&taxonomy=product_cat&s","Gigabyte Z390 AORUS XTREME Intel Z390 Gaming Motherboard","₹55,000 ₹47,500","null","Gigabyte Z390 AORUS XTREME Intel Z390 Gaming Motherboard","https://www.primeabgb.com/online-price-reviews-india/gigabyte-z390-aorus-xtreme-intel-z390-gaming-motherboard/"
"1597509391-4758","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/78/?post_type=product&taxonomy=product_cat&s","Acer Predator G9 G9-793 Gaming Laptop UN.Q1VSI.002","₹172,999","null","Acer Predator G9 G9-793 Gaming Laptop UN.Q1VSI.002","https://www.primeabgb.com/online-price-reviews-india/acer-predator-g9-g9-793-gaming-laptop-un-q1vsi-002/"
"1597509376-4716","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/79/?post_type=product&taxonomy=product_cat&s","SAMSUNG 860 Pro Series 2.5 inch 1TB SATA III 3D NAND SSD MZ-76P1T0BW","₹30,958 ₹24,766","Sold Out","SAMSUNG 860 Pro Series 2.5 inch 1TB SATA III 3D NAND SSD MZ-76P1T0BW","https://www.primeabgb.com/online-price-reviews-india/samsung-860-pro-series-2-5-1tb-sata-iii-3d-nand-ssd-mz-76p1t0bw/"
"1597509223-4434","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/89/?post_type=product&taxonomy=product_cat&s","Corsair HX1000 80 PLUS 1000 Watt Platinum Certified Fully Modular SMPS","₹20,250 ₹16,200","Sold Out","Corsair HX1000 80 PLUS 1000 Watt Platinum Certified Fully Modular SMPS","https://www.primeabgb.com/online-price-reviews-india/corsair-hx1000-80-plus-1000-watt-platinum-certified-fully-modular-smps/"
"1597510627-6982","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/4/?post_type=product&taxonomy=product_cat&s","Cooler Master MIN-110-KKA200 Mini 110 Mini-ITX Case","₹6,299 ₹3,000","Sold Out","Cooler Master MIN-110-KKA200 Mini 110 Mini-ITX Case","https://www.primeabgb.com/online-price-reviews-india/cooler-master-min-110-kka200-mini-110-mini-itx-case/"
"1597509893-5668","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/48/?post_type=product&taxonomy=product_cat&s","HyperX CloudX Gaming Headset For XBOX HX-HS5CX-SR","₹7,500 ₹6,450","Sold Out","HyperX CloudX Gaming Headset For XBOX HX-HS5CX-SR","https://www.primeabgb.com/online-price-reviews-india/hyperx-cloudx-gaming-headset-xbox-hx-hs5cx-sr/"
"1597509494-4946","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/72/?post_type=product&taxonomy=product_cat&s","Gigabyte Force K81 Mechanical Gaming Keyboard","₹3,887 ₹2,716","Sold Out","Gigabyte Force K81 Mechanical Gaming Keyboard","https://www.primeabgb.com/online-price-reviews-india/gigabyte-force-k81-mechanical-gaming-keyboard/"
"1597509700-5286","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/60/?post_type=product&taxonomy=product_cat&s","MSI P65 Creator 8RD Gaming Laptop (GeForce® GTX 1050 Ti, 4GB GDDR5)","₹159,990","null","MSI P65 Creator 8RD Gaming Laptop (GeForce® GTX 1050 Ti, 4GB GDDR5)","https://www.primeabgb.com/online-price-reviews-india/msi-p65-creator-8rd-gaming-laptop-geforce-gtx-1050-ti-4gb-gddr5/"
"1597510436-6650","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/15/?post_type=product&taxonomy=product_cat&s","DEEPCOOL GAMMAXX GT ARGB CPU AIR COOLER DP-MCH4-GMX-GT-ARGB","₹3,399","null","DEEPCOOL GAMMAXX GT ARGB CPU AIR COOLER DP-MCH4-GMX-GT-ARGB","https://www.primeabgb.com/online-price-reviews-india/deepcool-gammaxx-gt-argb-cpu-air-cooler-dp-mch4-gmx-gt-argb/"
"1597509644-5212","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/63/?post_type=product&taxonomy=product_cat&s","ANT 8051 Red Gaming Chair","₹8,999 ₹6,060","Sold Out","ANT 8051 Red Gaming Chair","https://www.primeabgb.com/online-price-reviews-india/ant-8051-red-gaming-chair/"
"1597510419-6617","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/16/?post_type=product&taxonomy=product_cat&s","DEEPCOOL GAMERSTORM MACUBE 550 ATX FULL TOWER WHITE CABINET WITH TEMPERED GLASS SIDE PANEL","₹11,399 ₹9,898","null","DEEPCOOL GAMERSTORM MACUBE 550 ATX FULL TOWER WHITE CABINET WITH TEMPERED GLASS SIDE PANEL","https://www.primeabgb.com/online-price-reviews-india/deepcool-gamerstorm-macube-550-atx-full-tower-white-cabinet-with-tempered-glass-side-panel/"
"1597509833-5548","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/52/?post_type=product&taxonomy=product_cat&s","MSI MEG X399 CREATION AMD X399 Motherboard","₹59,499 ₹47,599","Sold Out","MSI MEG X399 CREATION AMD X399 Motherboard","https://www.primeabgb.com/online-price-reviews-india/msi-meg-x399-creation-amd-x399-motherboard/"
"1597510031-5885","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/40/?post_type=product&taxonomy=product_cat&s","G.skill Trident Z Royal Gold Series 32GB (4x8GB) 3600 MHz DDR4 Memory F4-3600C16Q-32GTRGC","₹34,183 ₹27,346","Sold Out","G.skill Trident Z Royal Gold Series 32GB (4x8GB) 3600 MHz DDR4 Memory F4-3600C16Q-32GTRGC","https://www.primeabgb.com/online-price-reviews-india/g-skill-trident-z-royal-gold-series-32gb-4x8gb-3600-mhz-ddr4-memory-f4-3600c16q-32gtrgc/"
"1597510391-6557","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/18/?post_type=product&taxonomy=product_cat&s","Samsung 23.5 inch LS24F356FHWXXL Super Slim Monitor with AH IPS Super Slim Design","₹9,920 ₹8,840","Sold Out","Samsung 23.5 inch LS24F356FHWXXL Super Slim Monitor with AH IPS Super Slim Design","https://www.primeabgb.com/online-price-reviews-india/samsung-23-5-inch-ls24f356fhwxxl-super-slim-monitor-ah-ips-super-slim-design/"
"1597509833-5531","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/52/?post_type=product&taxonomy=product_cat&s","WD Green 1TB SATA III 2.5″ Internal SSD WDS100T2G0A","₹10,502 ₹8,900","Sold Out","WD Green 1TB SATA III 2.5″ Internal SSD WDS100T2G0A","https://www.primeabgb.com/online-price-reviews-india/wd-green-1tb-sata-iii-2-5%e2%80%b3-internal-ssd-wds100t2g0a/"
"1597509494-4919","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/72/?post_type=product&taxonomy=product_cat&s","AMD Radeon Pro WX 5100 100-505940 8GB GDDR5 Workstation Graphic Card","₹37,500","Sold Out","AMD Radeon Pro WX 5100 100-505940 8GB GDDR5 Workstation Graphic Card","https://www.primeabgb.com/online-price-reviews-india/amd-radeon-pro-wx-5100-100-505940-8gb-gddr5-workstation-graphic-card/"
"1597510177-6151","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/31/?post_type=product&taxonomy=product_cat&s","Gigabyte B450M Gaming AMD B450 chipset Motherboard","₹9,000 ₹7,056","Sold Out","Gigabyte B450M Gaming AMD B450 chipset Motherboard","https://www.primeabgb.com/online-price-reviews-india/gigabyte-b450m-gaming-amd-b450-chipset-motherboard/"
"1597510491-6729","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/12/?post_type=product&taxonomy=product_cat&s","Supermicro A2 Generation Intel Atom C3000 Embedded Mini Tower Systems for Compact Cloud Server SYS-5029A-2TN4","Call for Price","null","Supermicro A2 Generation Intel Atom C3000 Embedded Mini Tower Systems for Compact Cloud Server SYS-5029A-2TN4","https://www.primeabgb.com/online-price-reviews-india/supermicro-a2-generation-intel-atom-c3000-embedded-mini-tower-systems-for-compact-cloud-server-sys-5029a-2tn4/"
"1597509444-4842","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/75/?post_type=product&taxonomy=product_cat&s","Seagate IronWolf (NAS) 8TB 3.5″ SATA 6Gb/s Hard Disk ST8000VN004","₹23,920 ₹20,650","Sold Out","Seagate IronWolf (NAS) 8TB 3.5″ SATA 6Gb/s Hard Disk ST8000VN004","https://www.primeabgb.com/online-price-reviews-india/seagate-ironwolf-8tb-nas-internal-hard-drive-7200-rpm-st8000vn0022/"
"1597509685-5250","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/61/?post_type=product&taxonomy=product_cat&s","Samsung 27 Inch Business Monitor with Eye Saver Mode LS27H850QFUXEN","₹41,000 ₹40,369","Sold Out","Samsung 27 Inch Business Monitor with Eye Saver Mode LS27H850QFUXEN","https://www.primeabgb.com/online-price-reviews-india/samsung-27-inch-business-monitor-eye-saver-mode-ls27h850qfuxen/"
"1597510476-6716","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/13/?post_type=product&taxonomy=product_cat&s","Supermicro A2 Generation Intel Atom E3000 IoT Gateway for Smart for Factory/Building/Machine Automation and Industrial Application SYS-E100-9AP-IA","₹66,563 ₹53,250","null","Supermicro A2 Generation Intel Atom E3000 IoT Gateway for Smart for Factory/Building/Machine Automation and Industrial Application SYS-E100-9AP-IA","https://www.primeabgb.com/online-price-reviews-india/supermicro-a2-generation-intel-atom-e3000-iot-gateway-for-smart-for-factory-building-machine-automation-and-industrial-application-sys-e100-9ap-ia/"
"1597510230-6257","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/28/?post_type=product&taxonomy=product_cat&s","Acer Nitro VG270P IPS 27 inch 144Hz Free Sync Gaming Monitor","₹22,799 ₹17,099","Sold Out","Acer Nitro VG270P IPS 27 inch 144Hz Free Sync Gaming Monitor","https://www.primeabgb.com/online-price-reviews-india/acer-nitro-vg270p-ips-27-inch-144hz-free-sync-gaming-monitor/"
"1597509132-4265","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/94/?post_type=product&taxonomy=product_cat&s","WD Green 120GB M.2 2280 SSD WDS120G2G0B","₹2,773 ₹2,350","Sold Out","WD Green 120GB M.2 2280 SSD WDS120G2G0B","https://www.primeabgb.com/online-price-reviews-india/wd-green-120gb-m-2-2280-ssd-wds120g2g0b/"
"1597509391-4749","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/78/?post_type=product&taxonomy=product_cat&s","MSI X399 SLI PLUS RYZEN THREADRIPPER Series Motherboard","₹28,226 ₹23,900","Sold Out","MSI X399 SLI PLUS RYZEN THREADRIPPER Series Motherboard","https://www.primeabgb.com/online-price-reviews-india/msi-x399-sli-plus-ryzen-threadripper-series-motherboard/"
"1597509747-5383","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/57/?post_type=product&taxonomy=product_cat&s","Thermaltake Level 20 VT M-ATX With Four Side Glass Micro Cabinet CA-1L2-00S1WN-00","₹10,675 ₹7,931","Sold Out","Thermaltake Level 20 VT M-ATX With Four Side Glass Micro Cabinet CA-1L2-00S1WN-00","https://www.primeabgb.com/online-price-reviews-india/thermaltake-level-20-vt-m-atx-four-side-glass-micro-cabinet-ca-1l2-00s1wn-00/"
"1597508974-2080","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","100","https://www.primeabgb.com/page/100/?post_type=product&taxonomy=product_cat&s","AMD FX-4300 Vishera Quad-Core 3.8GHz Desktop Processor","₹6,150","Sold Out","AMD FX-4300 Vishera Quad-Core 3.8GHz Desktop Processor","https://www.primeabgb.com/online-price-reviews-india/amd-fx-4300-vishera-quad-core-3-8ghz-desktop-processor/"
"1597509508-4959","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/71/?post_type=product&taxonomy=product_cat&s","MSI Vortex W25 8SL Workstation-Desktop","₹299,990","null","MSI Vortex W25 8SL Workstation-Desktop","https://www.primeabgb.com/online-price-reviews-india/msi-vortex-w25-8sl-workstation-desktop/"
"1597509117-4232","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/95/?post_type=product&taxonomy=product_cat&s","Toshiba XG3 1TB M.2 22 inch0 NVMe SSD THNSN51T02DU7","₹58,628 ₹53,298","Sold Out","Toshiba XG3 1TB M.2 22 inch0 NVMe SSD THNSN51T02DU7","https://www.primeabgb.com/online-price-reviews-india/toshiba-xg3-1tb-m-2-2280-nvme-ssd-thnsn51t02du7/"
"1597510277-6344","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/25/?post_type=product&taxonomy=product_cat&s","AMD EPYC Rome 7552 AMD EPYC 7002 Series 2.2 GHz Server Processor","₹592,266 ₹473,813","null","AMD EPYC Rome 7552 AMD EPYC 7002 Series 2.2 GHz Server Processor","https://www.primeabgb.com/online-price-reviews-india/amd-epyc-rome-7552-amd-epyc-7002-series-2-2-ghz-server-processor/"
"1597509978-5796","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/43/?post_type=product&taxonomy=product_cat&s","Cooler Master Masterbox K501L RGB (ATX) Mid Tower Black Cabinet With Tempered Side Panel MCB-K501L-KGNN-SR1","₹4,999 ₹3,950","null","Cooler Master Masterbox K501L RGB (ATX) Mid Tower Black Cabinet With Tempered Side Panel MCB-K501L-KGNN-SR1","https://www.primeabgb.com/online-price-reviews-india/cooler-master-masterbox-k501l-rgb-gaming-cabinet-mcb-k501l-kann-sr1/"
"1597509422-4811","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/76/?post_type=product&taxonomy=product_cat&s","Intel 128GB Optane 760P Series M.2 PCIe SSD SSDPEKKW128G801","₹6,299","Sold Out","Intel 128GB Optane 760P Series M.2 PCIe SSD SSDPEKKW128G801","https://www.primeabgb.com/online-price-reviews-india/intel-120gb-optane-760p-series-m-2-pcie-ssd-ssdpekkw128g801/"
"1597509795-5478","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/54/?post_type=product&taxonomy=product_cat&s","COOLER MASTER MASTERLIQUID ML360R RGB All In One 360mm Cpu Liqud Cooler MLX-D36M-A20PC-R1","₹13,500 ₹11,500","Sold Out","COOLER MASTER MASTERLIQUID ML360R RGB All In One 360mm Cpu Liqud Cooler MLX-D36M-A20PC-R1","https://www.primeabgb.com/online-price-reviews-india/cooler-master-masterliquid-ml360r-rgb-one-360mm-cpu-liqud-cooler-mlx-d36m-a20pc-r1/"
"1597510505-6753","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/11/?post_type=product&taxonomy=product_cat&s","Gigabyte Z490 AORUS ELITE AC Intel Z490 ATX Motherboard","₹32,000 ₹23,039","null","Gigabyte Z490 AORUS ELITE AC Intel Z490 ATX Motherboard","https://www.primeabgb.com/online-price-reviews-india/gigabyte-z490-aorus-elite-ac-intel-z490-atx-motherboard/"
"1597509574-5092","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/67/?post_type=product&taxonomy=product_cat&s","ASUS RX 560 eSports Gaming Graphic Card RX560-O4G","₹13,977 ₹12,706","Sold Out","ASUS RX 560 eSports Gaming Graphic Card RX560-O4G","https://www.primeabgb.com/online-price-reviews-india/asus-rx-560-esports-gaming-graphic-card-rx560-o4g/"
"1597510476-6709","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/13/?post_type=product&taxonomy=product_cat&s","Logitech H151 Stereo Headset Multi-device headset with in-line controls","₹1,499 ₹1,175","Sold Out","Logitech H151 Stereo Headset Multi-device headset with in-line controls","https://www.primeabgb.com/online-price-reviews-india/logitech-h151-stereo-headset-multi-device-headset-line-controls/"
"1597510643-7007","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/3/?post_type=product&taxonomy=product_cat&s","Gamdias Aphrodite EF1 L Black/Red Gaming Chair","₹25,500 ₹20,390","null","Gamdias Aphrodite EF1 L Black/Red Gaming Chair","https://www.primeabgb.com/online-price-reviews-india/gamdias-aphrodite-ef1-l-black-red-gaming-chair/"
"1597510658-7034","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","2","https://www.primeabgb.com/page/2/?post_type=product&taxonomy=product_cat&s","Asus RT-AX3000 Wireless Dual Band Gigabit Router","Call for Price","null","Asus RT-AX3000 Wireless Dual Band Gigabit Router","https://www.primeabgb.com/online-price-reviews-india/asus-rt-ax3000-wireless-dual-band-gigabit-router/"
"1597510246-6270","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/27/?post_type=product&taxonomy=product_cat&s","PNY CS900 Series 120GB 2.5inch SATA III SSD SSD7CS900-120-PB","Call for Price","Sold Out","PNY CS900 Series 120GB 2.5inch SATA III SSD SSD7CS900-120-PB","https://www.primeabgb.com/online-price-reviews-india/pny-cs900-series-120gb-2-5inch-sata-iii-ssd-ssd7cs900-120-pb/"
"1597510579-6877","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/7/?post_type=product&taxonomy=product_cat&s","Intel DC P4101 Series 256GB M.2 80mm PCIe 3.0 x4 NVMe SSD SSDPEKKA256G801","₹9,500 ₹7,800","null","Intel DC P4101 Series 256GB M.2 80mm PCIe 3.0 x4 NVMe SSD SSDPEKKA256G801","https://www.primeabgb.com/online-price-reviews-india/intel-dc-p4101-series-256gb-m-2-80mm-pcie-3-0-x4-nvme-ssd-ssdpekka256g801/"
"1597510292-6383","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/24/?post_type=product&taxonomy=product_cat&s","AMD EPYC Naples 7301 AMD EPYC 7001 Series 2.2 GHz Server Processor","₹75,406 ₹60,325","null","AMD EPYC Naples 7301 AMD EPYC 7001 Series 2.2 GHz Server Processor","https://www.primeabgb.com/online-price-reviews-india/amd-epyc-naples-7301-amd-epyc-7001-series-2-2-ghz-server-processor/"
"1597509281-4545","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/85/?post_type=product&taxonomy=product_cat&s","Plextor S3C 128GB TLC Internal SSD PX-128S3C","₹4,062 ₹3,988","Sold Out","Plextor S3C 128GB TLC Internal SSD PX-128S3C","https://www.primeabgb.com/online-price-reviews-india/plextor-s3c-128gb-tlc-internal-ssd-px-128s3c/"
"1597509208-4408","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/90/?post_type=product&taxonomy=product_cat&s","JONSBO MOD1 Black/Red w/Tempered Glass Side Panel Mid Tower Cabinet","₹33,147","Sold Out","JONSBO MOD1 Black/Red w/Tempered Glass Side Panel Mid Tower Cabinet","https://www.primeabgb.com/online-price-reviews-india/jonsbo-mod1-blackred-wtempered-glass-side-panel-mid-tower-cabinet/"
"1597509083-4192","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/97/?post_type=product&taxonomy=product_cat&s","Corsair K65 RGB Cherry RGB Compact Mechanical Gaming Keyboard CH-9000222-NA","Call for Price","Sold Out","Corsair K65 RGB Cherry RGB Compact Mechanical Gaming Keyboard CH-9000222-NA","https://www.primeabgb.com/online-price-reviews-india/corsair-k65-rgb-cherry-rgb-compact-mechanical-gaming-keyboard-ch-9000222-na/"
"1597510262-6309","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/26/?post_type=product&taxonomy=product_cat&s","Corsair CV Series CV550 550 Watt 80 Plus Bronze Certified PSU CP-9020210-NA","₹5,500 ₹4,378","null","Corsair CV Series CV550 550 Watt 80 Plus Bronze Certified PSU CP-9020210-NA","https://www.primeabgb.com/online-price-reviews-india/corsair-cv-series-cv550-550-watt-80-plus-bronze-certified-psu-cp-9020210-na/"
"1597509626-5186","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/64/?post_type=product&taxonomy=product_cat&s","Sapphire RADEON RX 590 NITRO  8GB GDDR5 SPECIAL EDITION Graphic Card 11289-01-20G","₹31,500 ₹26,999","Sold Out","Sapphire RADEON RX 590 NITRO  8GB GDDR5 SPECIAL EDITION Graphic Card 11289-01-20G","https://www.primeabgb.com/online-price-reviews-india/sapphire-radeon-rx-590-nitro-8gb-gddr5-special-edition-graphic-card-11289-01-20g/"
"1597509761-5419","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/56/?post_type=product&taxonomy=product_cat&s","COOLER MASTER MASTERBOX MB511 RGB (ATX) Mid Tower Cabinet MCB-B511D-KGNN-RGB","₹6,900 ₹5,821","Sold Out","COOLER MASTER MASTERBOX MB511 RGB (ATX) Mid Tower Cabinet MCB-B511D-KGNN-RGB","https://www.primeabgb.com/online-price-reviews-india/cooler-master-masterbox-mb511-rgb-atx-mid-tower-cabinet-mcb-b511d-kgnn-rgb/"
"1597509004-4010","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","1","https://www.primeabgb.com/page/1/?post_type=product&taxonomy=product_cat&s","ASUS TUF Gaming P3 Mousepad","₹1,020","null","ASUS TUF Gaming P3 Mousepad","https://www.primeabgb.com/online-price-reviews-india/asus-tuf-gaming-p3-mousepad/"
"1597509508-4971","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/71/?post_type=product&taxonomy=product_cat&s","Transcend JetDrive 850 240GB PCIe SSD for Mac M13-M15","₹15,581","Sold Out","Transcend JetDrive 850 240GB PCIe SSD for Mac M13-M15","https://www.primeabgb.com/online-price-reviews-india/transcend-jetdrive-850-240gb-pcie-ssd-for-mac-m13-m15/"
"1597509316-4605","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/83/?post_type=product&taxonomy=product_cat&s","HYPERX ALLOY FPS CHERRY MX BLUE/RED BACKLIGHT MECHANICAL KEYBOARD","₹8,500 ₹7,737","Sold Out","HYPERX ALLOY FPS CHERRY MX BLUE/RED BACKLIGHT MECHANICAL KEYBOARD","https://www.primeabgb.com/online-price-reviews-india/hyperx-alloy-fps-cherry-mx-bluered-backlight-mechanical-keyboard/"
"1597510199-6191","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/30/?post_type=product&taxonomy=product_cat&s","QNAP TS-231P 1GB 2-Bay NAS Enclosure Network Attached Storage","₹29,999 ₹25,599","null","QNAP TS-231P 1GB 2-Bay NAS Enclosure Network Attached Storage","https://www.primeabgb.com/online-price-reviews-india/qnap-ts-231p-1gb-2-bay-nas-enclosure-network-attached-storage/"
"1597510292-6364","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/24/?post_type=product&taxonomy=product_cat&s","Supermicro Intel C612 Chipset Micro ATX Server Motherboard X10SRM-F","₹33,809 ₹27,047","null","Supermicro Intel C612 Chipset Micro ATX Server Motherboard X10SRM-F","https://www.primeabgb.com/online-price-reviews-india/supermicro-intel-c612-chipset-micro-atx-server-motherboard-x10srm-f/"
"1597510563-6842","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/8/?post_type=product&taxonomy=product_cat&s","MSI Radeon RX 5600 XT MECH 6GB GDDR6 Graphic Card","₹38,129 ₹30,503","null","MSI Radeon RX 5600 XT MECH 6GB GDDR6 Graphic Card","https://www.primeabgb.com/online-price-reviews-india/msi-radeon-rx-5600-xt-mech-6gb-gddr6-graphic-card/"
"1597509574-5076","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/67/?post_type=product&taxonomy=product_cat&s","Fractal Design Meshify Mini C Tempered Glass Case FD-CA-MESH-C-MINI-BKO-TG","₹9,302","Sold Out","Fractal Design Meshify Mini C Tempered Glass Case FD-CA-MESH-C-MINI-BKO-TG","https://www.primeabgb.com/online-price-reviews-india/fractal-design-meshify-mini-c-tempered-glass-case-fd-ca-mesh-c-mini-bko-tg/"
"1597510610-6937","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/5/?post_type=product&taxonomy=product_cat&s","MSI RADEON RX 5600 XT MECH OC 6GB GDDR6 Gaming Graphic Card","₹38,500 ₹33,276","null","MSI RADEON RX 5600 XT MECH OC 6GB GDDR6 Gaming Graphic Card","https://www.primeabgb.com/online-price-reviews-india/msi-radeon-rx-5600-xt-mech-oc-6gb-gddr6-gaming-graphic-card/"
"1597510031-5906","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/40/?post_type=product&taxonomy=product_cat&s","G.skill Trident Z RGB Series 32GB (2x16GB) 3600MHz DDR4 Memory F4-3600C16D-32GTZR","₹35,295 ₹23,800","null","G.skill Trident Z RGB Series 32GB (2x16GB) 3600MHz DDR4 Memory F4-3600C16D-32GTZR","https://www.primeabgb.com/online-price-reviews-india/g-skill-trident-z-rgb-series-32gb-2x16gb-3600-mhz-ddr4-memory-f4-3600c16d-32gtzr/"
